"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
4473,36,"blue-collar","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","9"
4474,24,"blue-collar","single","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","9"
4475,29,"blue-collar","divorced","no","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4476,32,"services","single","no","no","no","cellular","may","fri",3,999,0,"nonexistent","high.school"
4477,42,"admin.","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4478,45,"admin.","married","no","yes","no","cellular","may","fri",1,999,1,"failure","university.degree"
4479,30,"admin.","single","no","no","no","cellular","may","fri",2,999,0,"nonexistent","university.degree"
4480,43,"entrepreneur","married","no","yes","no","cellular","may","fri",1,999,1,"failure","professional.course"
4481,45,"admin.","married","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4482,45,"admin.","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4483,29,"blue-collar","divorced","no","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4484,39,"technician","divorced","no","yes","no","cellular","may","fri",8,999,1,"failure","high.school"
4485,39,"technician","divorced","no","yes","no","cellular","may","fri",2,999,1,"failure","professional.course"
4486,27,"blue-collar","single","no","no","yes","telephone","may","fri",4,999,0,"nonexistent","6"
4487,27,"admin.","married","no","no","no","cellular","may","fri",3,999,0,"nonexistent","high.school"
4488,30,"blue-collar","single","no","yes","no","cellular","may","fri",2,999,1,"failure","9"
4489,56,"management","married","unknown","yes","yes","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4490,44,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4491,41,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","4"
4492,46,"services","married","unknown","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4493,41,"entrepreneur","divorced","no","no","no","telephone","may","fri",1,999,0,"nonexistent","unknown"
4494,34,"services","married","no","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4495,41,"entrepreneur","divorced","no","no","no","cellular","may","fri",1,999,0,"nonexistent","unknown"
4496,39,"blue-collar","married","unknown","no","no","cellular","may","fri",1,999,1,"failure","6"
4497,28,"blue-collar","single","no","yes","yes","cellular","may","fri",6,999,0,"nonexistent","6"
4498,29,"blue-collar","divorced","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4499,41,"entrepreneur","divorced","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","unknown"
4500,55,"services","married","no","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4501,30,"retired","single","no","no","no","cellular","may","fri",8,999,1,"failure","9"
4502,29,"blue-collar","divorced","unknown","no","no","cellular","may","fri",4,999,1,"failure","unknown"
4503,34,"blue-collar","married","no","no","no","cellular","may","fri",1,999,1,"failure","9"
4504,45,"services","married","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4505,24,"blue-collar","single","no","no","no","telephone","may","fri",4,999,1,"failure","9"
4506,41,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","6"
4507,51,"technician","married","no","yes","no","cellular","may","fri",1,999,1,"failure","professional.course"
4508,50,"blue-collar","married","no","no","no","cellular","may","fri",1,999,1,"failure","4"
4509,43,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4510,25,"blue-collar","single","no","no","no","cellular","may","fri",2,999,1,"failure","9"
4511,52,"self-employed","divorced","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4512,33,"admin.","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4513,34,"admin.","married","no","no","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4514,53,"blue-collar","divorced","no","yes","no","telephone","may","fri",6,999,1,"failure","4"
4515,41,"blue-collar","single","no","no","no","cellular","may","fri",1,999,0,"nonexistent","9"
4516,56,"services","married","unknown","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4517,56,"services","married","unknown","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4518,42,"self-employed","married","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","professional.course"
4519,42,"self-employed","married","unknown","no","no","cellular","may","fri",1,999,1,"failure","professional.course"
4520,34,"technician","divorced","no","no","no","cellular","may","fri",4,999,0,"nonexistent","professional.course"
4521,34,"admin.","married","no","yes","no","cellular","may","fri",1,999,2,"failure","university.degree"
4522,56,"services","married","unknown","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4523,34,"technician","divorced","no","yes","no","cellular","may","fri",6,999,1,"failure","professional.course"
4524,25,"technician","single","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","9"
4525,56,"services","married","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4526,39,"technician","divorced","no","no","no","cellular","may","fri",4,999,0,"nonexistent","university.degree"
4527,59,"admin.","divorced","no","no","no","cellular","may","fri",1,999,1,"failure","university.degree"
4528,33,"admin.","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4529,35,"blue-collar","married","no","no","no","cellular","may","fri",9,999,0,"nonexistent","4"
4530,43,"services","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","6"
4531,25,"blue-collar","single","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","4"
4532,56,"blue-collar","married","unknown","yes","no","cellular","may","fri",1,999,1,"failure","9"
4533,34,"technician","divorced","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","professional.course"
4534,35,"services","single","no","unknown","unknown","cellular","may","fri",2,999,0,"nonexistent","high.school"
4535,42,"self-employed","married","unknown","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent","professional.course"
4536,40,"entrepreneur","married","no","no","no","cellular","may","fri",5,999,1,"failure","high.school"
4537,39,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","9"
4538,30,"technician","single","no","yes","no","cellular","may","fri",6,999,0,"nonexistent","professional.course"
4539,46,"services","divorced","no","no","no","cellular","may","fri",7,999,0,"nonexistent","4"
4540,55,"admin.","married","unknown","yes","no","cellular","may","fri",3,999,0,"nonexistent","high.school"
4541,59,"admin.","divorced","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4542,36,"technician","married","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","professional.course"
4543,29,"admin.","single","unknown","yes","no","cellular","may","fri",2,999,0,"nonexistent","university.degree"
4544,27,"technician","single","no","yes","no","cellular","may","fri",4,999,1,"failure","professional.course"
4545,39,"blue-collar","married","no","yes","no","cellular","may","fri",6,999,0,"nonexistent","9"
4546,53,"services","married","no","no","no","cellular","may","fri",1,999,1,"failure","6"
4547,53,"services","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","6"
4548,46,"admin.","married","no","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4549,37,"unemployed","married","no","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4550,33,"blue-collar","single","no","yes","no","telephone","may","fri",3,999,1,"failure","4"
4551,27,"blue-collar","married","no","no","yes","cellular","may","fri",5,999,0,"nonexistent","9"
4552,44,"management","married","no","yes","no","cellular","may","fri",1,999,1,"failure","university.degree"
4553,55,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,1,"failure","professional.course"
4554,29,"blue-collar","married","no","unknown","unknown","telephone","may","fri",7,999,0,"nonexistent","6"
4555,26,"technician","married","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","professional.course"
4556,28,"technician","single","no","yes","no","telephone","may","fri",9,999,0,"nonexistent","professional.course"
4557,32,"admin.","single","no","no","no","cellular","may","fri",7,999,0,"nonexistent","university.degree"
4558,38,"blue-collar","married","unknown","yes","no","cellular","may","fri",4,999,1,"failure","4"
4559,35,"management","single","no","yes","no","cellular","may","fri",1,999,1,"failure","university.degree"
4560,30,"services","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4561,37,"admin.","single","no","yes","no","cellular","may","fri",5,999,2,"failure","high.school"
4562,52,"blue-collar","married","no","yes","no","cellular","may","fri",3,999,0,"nonexistent","9"
4563,30,"services","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4564,47,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4565,47,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4566,39,"admin.","divorced","no","no","yes","cellular","may","fri",1,999,1,"failure","high.school"
4567,44,"self-employed","married","no","yes","no","cellular","may","fri",1,999,1,"failure","university.degree"
4568,45,"blue-collar","single","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4569,54,"services","single","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","6"
4570,43,"blue-collar","divorced","no","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent","9"
4571,34,"housemaid","married","unknown","yes","no","cellular","may","fri",1,999,1,"failure","high.school"
4572,50,"services","married","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent","high.school"
4573,58,"admin.","married","unknown","no","no","cellular","may","fri",1,999,0,"nonexistent","4"
4574,45,"blue-collar","single","no","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4575,31,"blue-collar","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4576,25,"blue-collar","single","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","9"
4577,55,"management","married","unknown","no","yes","cellular","may","fri",1,999,0,"nonexistent","6"
4578,39,"self-employed","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","9"
4579,55,"management","married","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent","6"
4580,51,"admin.","married","no","no","yes","cellular","may","fri",1,999,1,"failure","high.school"
4581,50,"services","married","no","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4582,30,"entrepreneur","married","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent","high.school"
4583,35,"blue-collar","single","no","no","no","cellular","may","fri",5,999,0,"nonexistent","4"
4584,26,"self-employed","single","no","no","no","cellular","may","fri",3,999,0,"nonexistent","university.degree"
4585,32,"blue-collar","single","unknown","yes","no","telephone","may","fri",6,999,0,"nonexistent","6"
4586,37,"admin.","married","no","no","no","cellular","may","fri",5,999,0,"nonexistent","high.school"
4587,23,"blue-collar","single","no","yes","yes","cellular","may","fri",7,999,0,"nonexistent","4"
4588,31,"blue-collar","married","no","no","no","cellular","may","fri",2,999,0,"nonexistent","9"
4589,54,"services","single","unknown","no","no","cellular","may","fri",1,999,1,"failure","6"
4590,51,"admin.","married","no","yes","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4591,33,"technician","divorced","no","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent","high.school"
4592,50,"admin.","married","unknown","yes","yes","cellular","may","fri",1,999,0,"nonexistent","professional.course"
4593,32,"admin.","divorced","no","no","no","cellular","may","fri",1,999,0,"nonexistent","high.school"
4594,35,"admin.","single","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","high.school"
4595,37,"blue-collar","single","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","6"
4596,33,"services","divorced","no","yes","no","cellular","may","fri",3,999,0,"nonexistent","high.school"
4597,29,"unemployed","married","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4598,28,"self-employed","single","no","no","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4599,32,"technician","single","no","no","no","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4600,32,"admin.","single","no","yes","no","cellular","may","fri",8,999,1,"failure","university.degree"
4601,32,"entrepreneur","married","no","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent","university.degree"
4602,30,"blue-collar","single","no","no","no","cellular","may","fri",2,999,0,"nonexistent","9"
